predictedValue,RealValue,ErrorPercent
'1.0099097631644878','1','0.9909763164487773'
'1.6783333692333542','4','58.04166576916614'
'1.631139907319012','2','18.443004634049398'
'1.9899521409896832','3','33.66826196701056'
'1.5702720849256517','3','47.65759716914494'
'1.4241080885587554','1','42.41080885587554'
'1.225558407049713','1','22.555840704971295'
'1.4272637723675738','1','42.726377236757386'
'1.0478830543271398','3','65.070564855762'
'1.8377925854857513','1','83.77925854857513'
'1.2287535170152635','1','22.87535170152635'
'1.5774657658201452','1','57.74657658201452'
'1.4990298441466274','1','49.90298441466274'
'1.3405531472567982','2','32.97234263716009'
'1.1843087549955116','3','60.52304150014961'
'1.4862206524348227','1','48.62206524348227'
'2.0101761148094814','1','101.01761148094815'
'1.9871414735711472','1','98.71414735711473'
'1.6311798524191834','1','63.11798524191834'
'1.5802015004260717','1','58.02015004260716'
'1.8495847285631029','8','76.88019089296121'
'1.4463034851939753','2','27.684825740301232'
'1.6007264286123106','1','60.07264286123106'
'1.8962885896746355','1','89.62885896746356'
'2.066100153668355','1','106.6100153668355'
'1.1190254895058904','1','11.902548950589043'
'1.5389607202116116','1','53.89607202116116'
'0.9362923030194065','2','53.18538484902968'
'1.7836963034845186','1','78.36963034845186'
'1.669775363526886','1','66.97753635268859'
'1.0101356093398133','1','1.0135609339813278'
'1.754615380342174','1','75.4615380342174'
'1.7955736973705538','5','64.08852605258892'
'0.683010085701387','2','65.84949571493065'
'1.0103687015064542','1','1.0368701506454192'
'0.9242257438223274','1','7.577425617767264'
'1.6361978573274838','2','18.19010713362581'
'1.795690883086496','3','40.14363723045014'
'1.621368758575191','3','45.9543747141603'
'1.5101058060246393','1','51.01058060246393'
'1.50268232982204','2','24.865883508898'
'1.8821402191907282','1','88.21402191907282'
'1.009876428956784','1','0.9876428956784089'
'1.3888302718459555','1','38.883027184595555'
'1.7798274787327797','1','77.98274787327797'
'1.0888540908752387','1','8.885409087523865'
'1.2671566076464504','1','26.715660764645044'
'1.2220437300085811','2','38.897813499570944'
'1.7990170740095475','1','79.90170740095475'
'1.1163593275102612','3','62.78802241632463'
'1.8952254422245336','1','89.52254422245336'
'1.7832475130785475','1','78.32475130785474'
'0.9628592462161978','6','83.95234589639671'
'1.606131757932463','2','19.69341210337685'
'1.352168975441724','1','35.21689754417241'
'1.5843179875991662','1','58.43179875991662'
'1.6425024075154389','1','64.25024075154388'
'1.214595858303993','1','21.45958583039931'
'1.5965416774986356','1','59.65416774986356'
'1.1987715105447714','3','60.04094964850763'
'1.5511610392004123','1','55.116103920041226'
'1.9871414735711472','3','33.76195088096176'
'1.989879751624748','4','50.253006209381304'
'1.2015741724913018','2','39.92129137543491'
'1.8585274231776125','1','85.85274231776125'
'0.9362923030194065','1','6.370769698059354'
'1.0957897011017381','2','45.21051494491309'
'1.3654694631205437','1','36.546946312054374'
'1.201174703173863','1','20.11747031738631'
'1.4296555423147759','2','28.517222884261205'
'1.953241550734139','1','95.32415507341389'
'1.3248158316220338','1','32.48158316220338'
'2.066100153668355','1','106.6100153668355'
'0.9184543438441082','2','54.07728280779459'
'1.27926613776884','1','27.92661377688399'
'1.669775363526886','2','16.511231823655702'
'1.8526638075521642','1','85.26638075521642'
'1.4463034851939753','1','44.630348519397536'
'1.1415852691491655','1','14.158526914916546'
'1.6894514001249048','2','15.52742999375476'
'1.6520427968264673','2','17.397860158676636'
'1.80232760680323','2','9.883619659838505'
'1.6839074587954772','1','68.39074587954772'
'1.8952254422245336','1','89.52254422245336'
'1.3290495555972206','1','32.90495555972206'
'1.719585802983354','1','71.95858029833539'
'1.201174703173863','2','39.94126484130685'
'1.073456107330864','2','46.327194633456806'
'1.9206416779409476','1','92.06416779409477'
'1.779809576295087','1','77.9809576295087'
'1.7531962492179618','1','75.31962492179618'
'1.004567811710825','1','0.4567811710824987'
'1.7215271802361816','2','13.923640988190922'
'1.8194052806995824','1','81.94052806995825'
'1.9294200264864472','3','35.68599911711843'
'1.7445655895237175','5','65.10868820952564'
'1.4296555423147759','2','28.517222884261205'
'1.8789038675336815','2','6.054806623315923'
'2.154744090769084','1','115.47440907690839'
'1.7038479397713138','1','70.38479397713138'
'1.7734142912961135','1','77.34142912961136'
'1.5838213077977277','1','58.382130779772766'
'1.7798274787327797','1','77.98274787327797'
'1.1403533129870411','1','14.035331298704111'
'1.5517488666877073','1','55.174886668770725'
'1.8397590194728972','8','77.00301225658879'
'1.5511610392004123','1','55.116103920041226'
'1.9294200264864472','3','35.68599911711843'
'1.539134929964946','2','23.0432535017527'
'1.8952254422245336','1','89.52254422245336'
'1.7531962492179618','3','41.56012502606794'
'1.6638042557323176','1','66.38042557323176'
'1.471448318902333','2','26.427584054883347'
'0.8721213564100017','3','70.9292881196666'
'1.0102255575719328','1','1.0225557571932775'
'1.3568824795277956','1','35.68824795277956'
'1.3483755203956325','2','32.581223980218375'
'1.5838213077977277','1','58.382130779772766'
'1.0607839813960802','2','46.96080093019599'
'1.4067981920837018','3','53.10672693054327'
'0.7275464794187639','1','27.245352058123608'
'2.009870648960015','2','0.49353244800074414'
'1.9899521409896832','1','98.99521409896832'
'1.5702720849256517','33','95.24159974264954'
'1.4296555423147759','1','42.96555423147759'
'1.5481945639600716','2','22.59027180199642'
'1.0122148225336125','3','66.25950591554624'
'2.1496687127735914','1','114.96687127735913'
'1.459878315539266','1','45.987831553926604'
'1.6309745393593782','3','45.63418202135406'
'1.0186942626340632','1','1.8694262634063152'
'1.7465401454431455','1','74.65401454431455'
'1.797583471715535','1','79.7583471715535'
'1.6403615137794538','4','58.99096215551365'
'1.3405531472567982','1','34.05531472567982'
'1.3405531472567982','1','34.05531472567982'
'1.5802015004260717','1','58.02015004260716'
'1.7832475130785475','1','78.32475130785474'
'1.596805825437905','1','59.68058254379049'
'1.8449407230815993','2','7.752963845920036'
'1.225558407049713','4','69.36103982375718'
'1.7679170921261775','2','11.604145393691123'
'1.7955736973705538','2','10.22131513147231'
'0.8968903020730441','1','10.310969792695591'
'1.7410917274411055','2','12.945413627944724'
'1.8794934114297037','2','6.025329428514814'
'1.0101356093398133','1','1.0135609339813278'
'2.0101761148094814','2','0.508805740474072'
'1.908619781881125','1','90.8619781881125'
'1.4072555953065005','9','84.36382671881665'
'1.8449407230815993','1','84.49407230815993'
'1.7570366388429348','2','12.148168057853258'
'1.352168975441724','1','35.21689754417241'
'1.1362261344166091','1','13.622613441660913'
'1.3931564579398557','2','30.342177103007216'
'1.163899975298069','3','61.20333415673104'
'1.754615380342174','1','75.4615380342174'
'1.596805825437905','1','59.68058254379049'
'2.006114109511593','1','100.61141095115929'
'1.3568824795277956','1','35.68824795277956'
'1.7681135952327525','10','82.31886404767248'
'1.276723806518449','2','36.163809674077555'
'1.703920248741668','1','70.39202487416681'
'1.4285322531985005','3','52.38225822671665'
'1.76072647259848','1','76.072647259848'
'1.7645461544785008','3','41.18179485071664'
'1.0572996833272366','1','5.729968332723656'
'1.8742396952247418','2','6.288015238762911'
'1.4553017881705588','3','51.4899403943147'
'1.937823858868958','2','3.1088070565520987'
'1.879176979366059','1','87.9176979366059'
'1.010022257123254','1','1.0022257123253997'
'1.7498678335277662','2','12.50660832361169'
'2.081765575595888','1','108.17655755958882'
'1.010227772542018','1','1.0227772542017899'
'1.010374316428525','1','1.0374316428525043'
'1.2614982855845458','1','26.14982855845458'
'1.3595366309144377','1','35.953663091443765'
'1.1548384843938648','2','42.25807578030676'
'0.9899521123066604','1','1.004788769333964'
'1.6848065485633774','1','68.48065485633774'
'0.9896087758576734','1','1.0391224142326627'
'1.3170696658622802','1','31.706966586228024'
'1.3483755203956325','1','34.83755203956325'
'1.6309745393593782','1','63.09745393593782'
'1.0495833030544428','1','4.958330305444281'
'1.5671531820599367','3','47.76156059800211'
'1.646860218311401','2','17.656989084429952'
'1.5784887764155369','1','57.848877641553685'
'1.3248158316220338','1','32.48158316220338'
'1.663250189936873','1','66.32501899368731'
'1.290065321919333','2','35.49673390403335'
'1.1356702460977834','1','13.567024609778343'
'1.0096817884177962','1','0.9681788417796211'
'2.0100427172296067','1','101.00427172296067'
'1.7407912233177631','1','74.07912233177632'
'1.1362261344166091','3','62.125795519446356'
'1.787268329131106','1','78.7268329131106'
'1.989879751624748','3','33.67067494584173'
'1.603953704789856','2','19.8023147605072'
'1.1470608295755302','1','14.706082957553024'
'1.80232760680323','1','80.232760680323'
'1.6783333692333542','1','67.83333692333542'
'1.415846426107533','2','29.20767869462335'
'1.5802015004260717','1','58.02015004260716'
'1.1859820492537916','2','40.70089753731042'
'1.3718849500292118','51','97.31002950974664'
'1.8255691343450042','1','82.55691343450042'
'1.4596731226762196','2','27.01634386618902'
'1.6681844547135412','1','66.81844547135411'
'1.7154655682348006','2','14.226721588259972'
'1.0400385084074941','2','47.998074579625296'
'1.7681135952327525','3','41.06288015890825'
'1.3911347878886546','1','39.113478788865464'
'1.7482712357386418','1','74.82712357386418'
'1.4504062066425005','2','27.479689667874972'
'1.5849549592273078','2','20.752252038634612'
'1.6198367476412139','2','19.008162617939306'
'1.7407912233177631','1','74.07912233177632'
'0.9897068774529647','1','1.0293122547035294'
'1.9071354618121856','1','90.71354618121856'
'1.7244508507289216','1','72.44508507289216'
'1.7498678335277662','1','74.98678335277663'
'1.5928293405330842','1','59.28293405330842'
'1.0098826000095067','1','0.9882600009506692'
'1.580996202623003','2','20.950189868849844'
'1.6348006143017748','2','18.25996928491126'
'1.2375989753283392','1','23.759897532833918'
'1.0099097631644878','2','49.50451184177561'
'1.1772288369467256','1','17.722883694672564'
'1.302775180812033','2','34.86124095939835'
'1.6162601118323199','3','46.124662938922675'
'1.4554650427896265','2','27.226747860518675'
'1.5849549592273078','2','20.752252038634612'
'1.259137548978556','33','96.18443166976195'
'1.163899975298069','1','16.389997529806898'
'1.1548384843938648','2','42.25807578030676'
'1.5090328078684485','1','50.90328078684485'
'1.452390010197928','1','45.23900101979279'
'1.8821402191907282','3','37.26199269364239'
'1.6894514001249048','2','15.52742999375476'
'1.7448991797414308','1','74.48991797414308'
'1.6403615137794538','1','64.03615137794539'
'1.7215271802361816','1','72.15271802361815'
'1.5671531820599367','1','56.71531820599367'
'1.6894514001249048','2','15.52742999375476'
'0.8401283454193027','1','15.987165458069729'
'1.7990170740095475','1','79.90170740095475'
'1.539134929964946','1','53.9134929964946'
'1.8704019740890705','1','87.04019740890705'
'1.4163177342403912','2','29.18411328798044'
'1.2691015660271268','1','26.910156602712675'
'1.8194052806995824','1','81.94052806995825'
'1.0100936502909375','1','1.009365029093745'
'1.2287535170152635','1','22.87535170152635'
'1.6688411580150986','1','66.88411580150986'
'1.121640629081823','1','12.164062908182306'
'1.3857141099502939','1','38.57141099502939'
'1.5115702166488945','1','51.15702166488945'
'1.0100242942578372','1','1.002429425783724'
'1.0100242942578372','1','1.002429425783724'
'1.0095072859163603','1','0.9507285916360297'
'1.1077803241212145','1','10.778032412121451'
'1.6274308581753754','1','62.74308581753753'
'1.5517488666877073','2','22.412556665614638'
'1.8485578979619628','1','84.85578979619628'
'1.6783333692333542','1','67.83333692333542'
'0.9897068774529647','1','1.0293122547035294'
'1.7679170921261775','1','76.79170921261775'
'1.77112621302527','2','11.443689348736497'
'1.6310033593085491','3','45.633221356381696'
'1.4776003985081112','2','26.11998007459444'
'1.290065321919333','1','29.0065321919333'
'1.7645461544785008','1','76.45461544785009'
'1.1694712693932734','2','41.52643653033633'
'1.7450365519283149','2','12.748172403584256'
'1.6839074587954772','1','68.39074587954772'
'1.7836963034845186','1','78.36963034845186'
'1.6183637288330732','2','19.08181355834634'
'1.662694776365325','1','66.2694776365325'
'1.8863222352921734','2','5.683888235391333'
'1.6274308581753754','1','62.74308581753753'
'1.5838213077977277','1','58.382130779772766'
'0.8401283454193027','1','15.987165458069729'
'0.9899521123066604','3','67.00159625644466'
'0.9988753228415235','12','91.67603897632063'
'1.7332145466745448','3','42.22618177751517'
'1.9871414735711472','2','0.6429263214426384'
'2.081765575595888','2','4.088278779794408'
'1.7608880616206908','2','11.955596918965462'
'1.6036889080313799','1','60.36889080313799'
'1.0405178991036788','15','93.06321400597548'
'1.6211173952775884','2','18.944130236120582'
'2.0233687761827475','3','32.55437412724175'
'1.7895248503443446','2','10.52375748278277'
'1.4553017881705588','1','45.53017881705588'
'1.1163593275102612','1','11.635932751026123'
'1.7798274787327797','1','77.98274787327797'
'1.6712290369141638','1','67.12290369141638'
'1.6681844547135412','3','44.393851509548625'
'1.2758088621400383','1','27.58088621400383'
'1.188987105659291','1','18.89871056592911'
'1.2220437300085811','4','69.44890674978548'
'1.0888540908752387','1','8.885409087523865'
'0.9988753228415235','1','0.1124677158476528'
'1.2137041538347946','1','21.370415383479457'
'1.6848065485633774','2','15.759672571831128'
'1.225558407049713','3','59.1480530983429'
'1.163899975298069','2','41.80500123509655'
'1.8526638075521642','2','7.36680962239179'
'1.7990170740095475','1','79.90170740095475'
'1.1077803241212145','2','44.610983793939276'
'1.056209569797507','1','5.620956979750691'
'1.709897854138893','1','70.9897854138893'
'1.582625918994096','2','20.868704050295193'
'1.1415852691491655','2','42.920736542541725'
'0.9628592462161978','1','3.7140753783802216'
'1.1218224731209756','2','43.90887634395122'
'1.5286016269754505','1','52.86016269754506'
'2.1225508563759328','1','112.25508563759328'
'1.76072647259848','1','76.072647259848'
'1.276723806518449','2','36.163809674077555'
'1.494874352675941','2','25.256282366202953'
'2.041480768688884','3','31.950641043703865'
'1.5784887764155369','2','21.075561179223158'
'1.0653799120210241','1','6.537991202102411'
'1.4116771426912738','1','41.16771426912737'
'1.1987715105447714','2','40.06142447276143'
'1.539134929964946','1','53.9134929964946'
'2.2403537872289636','1','124.03537872289635'
'1.6688411580150986','1','66.88411580150986'
'1.6036889080313799','1','60.36889080313799'
'1.6520427968264673','2','17.397860158676636'
'1.77112621302527','1','77.112621302527'
'1.5784887764155369','1','57.848877641553685'
'1.7056713016436402','1','70.56713016436402'
'1.8161364407783303','2','9.193177961083487'
'1.5115702166488945','5','69.76859566702211'
'1.3857141099502939','1','38.57141099502939'
'1.3180472887628734','2','34.09763556185633'
'1.4285322531985005','1','42.853225319850054'
'1.3405531472567982','2','32.97234263716009'
'1.7570366388429348','2','12.148168057853258'
'1.7895248503443446','1','78.95248503443446'
'1.5483510269581084','1','54.835102695810846'
'1.0400385084074941','4','73.99903728981265'
'1.0100242942578372','1','1.002429425783724'
'1.27926613776884','1','27.92661377688399'
'1.0059828208037476','1','0.5982820803747568'
'1.7895248503443446','2','10.52375748278277'
'1.2015741724913018','3','59.94752758362327'
'1.498784850275706','3','50.0405049908098'
'1.0535621759196097','2','47.321891204019515'
'1.1403533129870411','1','14.035331298704111'
'2.01023294013264','2','0.5116470066319989'
'1.77112621302527','1','77.112621302527'
'1.163899975298069','6','80.60166707836552'
'1.76072647259848','1','76.072647259848'
'1.5849549592273078','1','58.495495922730775'
'1.8485578979619628','3','38.3814034012679'
'1.7734142912961135','2','11.329285435194326'
'1.937823858868958','1','93.78238588689581'
'1.7444523843089657','1','74.44523843089657'
'1.7450365519283149','1','74.50365519283149'
'1.6039878631451743','1','60.39878631451743'
'1.3170696658622802','3','56.09767780459066'
'1.9899521409896832','1','98.99521409896832'
'2.012196677419868','2','0.6098338709934037'
'1.7450365519283149','1','74.50365519283149'
'1.5302210025383722','4','61.7444749365407'
'1.1470608295755302','1','14.706082957553024'
'1.201174703173863','2','39.94126484130685'
'1.5784887764155369','2','21.075561179223158'
'2.2602840297130444','25','90.95886388114782'
'1.2375989753283392','1','23.759897532833918'
'1.4067981920837018','1','40.67981920837018'
'1.330360622050537','1','33.03606220505371'
'1.3248158316220338','1','32.48158316220338'
'1.5784887764155369','3','47.383707452815436'
'1.3931564579398557','3','53.56145140200481'
'1.6848065485633774','1','68.48065485633774'
'0.8721213564100017','1','12.787864358999833'
'1.50268232982204','1','50.268232982204'
'1.8863222352921734','1','88.63222352921734'
'0.7579459589065667','12','93.68378367577861'
'1.7645461544785008','3','41.18179485071664'
'1.7448991797414308','2','12.755041012928459'
'1.5290277997219583','1','52.90277997219584'
'0.8968903020730441','2','55.155484896347794'
'1.4444387625238613','1','44.443876252386126'
'0.9897429350555437','1','1.0257064944456329'
'1.188987105659291','2','40.550644717035446'
'0.9897068774529647','1','1.0293122547035294'
'1.603953704789856','1','60.3953704789856'
'1.797583471715535','1','79.7583471715535'
'1.720149156535037','1','72.0149156535037'
'1.4116771426912738','2','29.416142865436314'
'1.6700305562076934','1','67.00305562076933'
'1.4776003985081112','1','47.76003985081112'
'1.6432878957079324','2','17.83560521460338'
'1.214595858303993','1','21.45958583039931'
'0.9184543438441082','1','8.154565615589181'
'1.6309745393593782','3','45.63418202135406'
'1.5101058060246393','2','24.494709698768034'
'1.2671566076464504','1','26.715660764645044'
'1.1599099690218906','3','61.336334365936985'
'1.1772288369467256','1','17.722883694672564'
'1.073456107330864','1','7.345610733086394'
'1.6538276456878862','1','65.38276456878862'
'1.0098826000095067','1','0.9882600009506692'
'1.8821402191907282','3','37.26199269364239'
'1.6315413155613003','1','63.15413155613003'
'1.0059828208037476','1','0.5982820803747568'
'1.8489970462820273','4','53.77507384294932'
'1.415846426107533','1','41.5846426107533'
'1.7895248503443446','1','78.95248503443446'
'1.3483755203956325','3','55.054149320145584'
'1.8952254422245336','1','89.52254422245336'
'1.787268329131106','1','78.7268329131106'
'1.678677348308482','1','67.8677348308482'
'1.7734142912961135','1','77.34142912961136'
'1.9184696028220198','1','91.84696028220199'
'1.77112621302527','1','77.112621302527'
'1.6688411580150986','1','66.88411580150986'
'1.2691015660271268','14','90.93498881409195'
'1.1910571935036227','2','40.44714032481886'
'1.9206416779409476','1','92.06416779409477'
'1.631139907319012','2','18.443004634049398'
'1.3180472887628734','1','31.804728876287335'
'1.5517488666877073','1','55.174886668770725'
'1.4111818775405767','1','41.118187754057665'
'1.498784850275706','3','50.0405049908098'
'1.698326570322297','3','43.3891143225901'
'1.6039878631451743','1','60.39878631451743'
'1.5090328078684485','1','50.90328078684485'
'1.459878315539266','2','27.006084223036698'
'1.498784850275706','5','70.02430299448588'
'1.0535621759196097','1','5.356217591960966'
'1.3555668885313295','1','35.55668885313295'
'0.9897068774529647','1','1.0293122547035294'
'1.471448318902333','3','50.95172270325556'
'1.7448991797414308','1','74.48991797414308'
'1.631139907319012','8','79.61075115851234'
'1.7990170740095475','1','79.90170740095475'
'1.8255691343450042','1','82.55691343450042'
'1.603953704789856','1','60.3953704789856'
'2.1298102723317283','1','112.98102723317282'
'1.1594043180885059','2','42.029784095574705'
'1.669775363526886','1','66.97753635268859'
'1.1987715105447714','2','40.06142447276143'
'1.2171933043484249','1','21.719330434842487'
'1.596805825437905','1','59.68058254379049'
'2.0011470291747298','1','100.11470291747298'
'1.669775363526886','2','16.511231823655702'
'1.2543103242164817','1','25.43103242164817'
'1.8789038675336815','2','6.054806623315923'
'1.4444387625238613','2','27.778061873806937'
'0.8401283454193027','2','57.99358272903486'
'0.9242257438223274','1','7.577425617767264'
'1.2375989753283392','3','58.746700822388696'
'2.041480768688884','1','104.14807686888841'
'1.908619781881125','3','36.379340603962504'
'1.214595858303993','1','21.45958583039931'
'1.4504062066425005','1','45.040620664250056'
'1.009826908311915','1','0.9826908311914906'
'2.0011470291747298','2','0.057351458736487615'
'1.3248158316220338','1','32.48158316220338'
'1.64628548768323','2','17.6857256158385'
'1.6786404566236897','1','67.86404566236897'
'1.5891884657513606','2','20.540576712431967'
'1.330360622050537','1','33.03606220505371'
'1.5784887764155369','1','57.848877641553685'
'1.2760808529843544','1','27.608085298435437'
'1.5481945639600716','1','54.81945639600716'
'1.1190254895058904','2','44.04872552470548'
'1.201174703173863','1','20.11747031738631'
'1.2375989753283392','2','38.12005123358304'
'1.3405531472567982','1','34.05531472567982'
'1.7895248503443446','2','10.52375748278277'
'1.703920248741668','2','14.803987562916598'
'1.76072647259848','2','11.963676370076005'
'2.009870648960015','3','33.00431170133284'
'2.1298102723317283','2','6.490513616586413'
'1.0400385084074941','1','4.003850840749412'
'1.646860218311401','2','17.656989084429952'
'1.698326570322297','1','69.83265703222969'
'1.0101356093398133','2','49.49321953300934'
'1.6821613593981888','1','68.21613593981888'
'1.5302210025383722','1','53.02210025383722'
'1.908619781881125','1','90.8619781881125'
'1.8565571895116701','1','85.65571895116702'
'1.5483510269581084','1','54.835102695810846'
'1.621368758575191','2','18.93156207124045'
'1.7151844548634316','2','14.24077725682842'
'1.4116771426912738','2','29.416142865436314'
'1.009826908311915','5','79.8034618337617'
'1.3941217173566147','1','39.412171735661474'
'1.214595858303993','5','75.70808283392013'
'1.5928293405330842','1','59.28293405330842'
'1.539134929964946','1','53.9134929964946'
'1.7338531322768587','3','42.20489559077138'
'1.1190254895058904','1','11.902548950589043'
'1.7498678335277662','2','12.50660832361169'
'1.4072555953065005','1','40.725559530650045'
'1.290065321919333','2','35.49673390403335'
'1.0059828208037476','2','49.70085895981262'
'1.662694776365325','2','16.86526118173375'
'1.4990298441466274','1','49.90298441466274'
'0.7579459589065667','2','62.10270205467167'
'1.1403533129870411','2','42.982334350647946'
'1.352168975441724','3','54.927700818609196'
'1.3405531472567982','8','83.24308565929002'
'1.112675435085602','1','11.267543508560207'
'1.7708150463773842','2','11.45924768113079'
'1.1779507888719243','2','41.102460556403784'
'1.603953704789856','1','60.3953704789856'
'1.4067981920837018','1','40.67981920837018'
'1.452390010197928','1','45.23900101979279'
'1.9871414735711472','1','98.71414735711473'
'1.0122148225336125','1','1.2214822533612502'
'2.012196677419868','1','101.21966774198681'
'1.6786404566236897','1','67.86404566236897'
'1.459878315539266','2','27.006084223036698'
'1.5802015004260717','1','58.02015004260716'
'1.6315413155613003','1','63.15413155613003'
'1.6700305562076934','2','16.49847218961533'
'1.1403533129870411','1','14.035331298704111'
'1.494874352675941','1','49.487435267594094'
'1.1218224731209756','1','12.18224731209756'
'1.709897854138893','2','14.505107293055353'
'1.7448991797414308','1','74.48991797414308'
'2.01023294013264','2','0.5116470066319989'
'1.0096817884177962','1','0.9681788417796211'
'1.0478830543271398','2','47.60584728364301'
'1.4572288077935265','1','45.72288077935265'
'2.0233687761827475','1','102.33687761827474'
'1.5290277997219583','1','52.90277997219584'
'1.80232760680323','1','80.232760680323'
'0.9988753228415235','1','0.1124677158476528'
'1.1362261344166091','2','43.18869327916954'
'1.9949441433197932','1','99.49441433197931'
'1.6036889080313799','1','60.36889080313799'
'1.0400385084074941','1','4.003850840749412'
'1.4376237332901336','1','43.76237332901336'
'1.7798274787327797','1','77.98274787327797'
'1.6274308581753754','3','45.752304727487484'
'2.2403537872289636','2','12.01768936144818'
'1.8742396952247418','2','6.288015238762911'
'1.330360622050537','5','73.39278755898926'
'0.8401283454193027','1','15.987165458069729'
'1.4282471708512412','3','52.39176097162529'
'1.797583471715535','1','79.7583471715535'
'1.163899975298069','6','80.60166707836552'
'1.7216179912075407','2','13.919100439622966'
'1.5101058060246393','11','86.271765399776'
'2.041480768688884','2','2.074038434444203'
'1.494874352675941','1','49.487435267594094'
'1.7407912233177631','1','74.07912233177632'
'1.0400385084074941','1','4.003850840749412'
'1.27926613776884','1','27.92661377688399'
'1.4842879631131607','2','25.785601844341965'
'1.621368758575191','3','45.9543747141603'
'1.1292219714763378','2','43.53890142618311'
'0.9628592462161978','1','3.7140753783802216'
'1.4853847137446743','1','48.53847137446743'
'1.459878315539266','1','45.987831553926604'
'1.937823858868958','1','93.78238588689581'
'1.8449407230815993','1','84.49407230815993'
'1.662694776365325','2','16.86526118173375'
'1.2543103242164817','1','25.43103242164817'
'1.4296555423147759','1','42.96555423147759'
'1.0186942626340632','3','66.04352457886456'
'1.2671566076464504','5','74.656867847071'
'1.5101058060246393','4','62.24735484938402'
'1.1599099690218906','1','15.990996902189059'
'2.2403537872289636','1','124.03537872289635'
'1.2691015660271268','3','57.696614465762444'
'1.331900329331082','2','33.4049835334459'
'2.009870648960015','1','100.98706489600148'
'1.5802015004260717','2','20.98992497869642'
'1.8952254422245336','3','36.825818592515546'
'1.1772288369467256','1','17.722883694672564'
'1.2220437300085811','3','59.265208999713956'
'1.5928293405330842','1','59.28293405330842'
'1.163899975298069','2','41.80500123509655'
'2.1225508563759328','2','6.1275428187966385'
'1.6712290369141638','2','16.43854815429181'
'1.621368758575191','2','18.93156207124045'
'1.2171933043484249','2','39.140334782578755'
'1.1694712693932734','4','70.76321826516816'
'0.9897068774529647','1','1.0293122547035294'
'1.0102255575719328','1','1.0225557571932775'
'1.0100936502909375','1','1.009365029093745'
'2.1298102723317283','1','112.98102723317282'
'1.937823858868958','1','93.78238588689581'
'1.1594043180885059','2','42.029784095574705'
'1.539134929964946','3','48.6955023345018'
'1.0096817884177962','1','0.9681788417796211'
'1.1403533129870411','1','14.035331298704111'
'1.908619781881125','1','90.8619781881125'
'1.7332145466745448','1','73.32145466745447'
'1.3555668885313295','1','35.55668885313295'
'1.3405531472567982','1','34.05531472567982'
'1.4067981920837018','2','29.66009039581491'
'1.331900329331082','2','33.4049835334459'
'1.7990170740095475','1','79.90170740095475'
'1.4027209927573432','2','29.86395036213284'
'1.8863222352921734','1','88.63222352921734'
'1.6039878631451743','2','19.800606842741285'
'1.5115702166488945','1','51.15702166488945'
'0.9988753228415235','1','0.1124677158476528'
'2.081765575595888','2','4.088278779794408'
'2.009800628705036','2','0.49003143525179205'
'0.9899521123066604','1','1.004788769333964'
'1.201174703173863','1','20.11747031738631'
'1.8117594725192734','2','9.41202637403633'
'1.6688411580150986','1','66.88411580150986'
'1.6700305562076934','1','67.00305562076933'
'1.5891884657513606','1','58.918846575136065'
'1.4111818775405767','1','41.118187754057665'
'1.7498678335277662','1','74.98678335277663'
'1.797583471715535','3','40.0805509428155'
'1.9871414735711472','1','98.71414735711473'
'1.8821402191907282','1','88.21402191907282'
'1.3483755203956325','2','32.581223980218375'
'1.498784850275706','2','25.0607574862147'
'1.27926613776884','1','27.92661377688399'
'1.3248158316220338','3','55.83947227926554'
'1.2671566076464504','3','57.76144641178499'
'1.5481945639600716','1','54.81945639600716'
'1.0122148225336125','1','1.2214822533612502'
'1.2543103242164817','2','37.284483789175916'
'1.7184469514558236','1','71.84469514558236'
'1.908619781881125','2','4.569010905943749'
'1.5101058060246393','1','51.01058060246393'
'1.0888540908752387','1','8.885409087523865'
'1.7410917274411055','2','12.945413627944724'
'0.683010085701387','1','31.6989914298613'
'1.3170696658622802','3','56.09767780459066'
'1.2015741724913018','1','20.157417249130184'
'1.0103687015064542','1','1.0368701506454192'
'1.8952254422245336','4','52.61936394438666'
'1.6786404566236897','1','67.86404566236897'
'1.5928293405330842','3','46.90568864889719'
'2.1298102723317283','2','6.490513616586413'
'1.276723806518449','1','27.672380651844897'
'1.80232760680323','2','9.883619659838505'
'1.4285322531985005','1','42.853225319850054'
'1.5991681545103809','2','20.04159227448096'
'1.1694712693932734','1','16.94712693932734'
'1.6839074587954772','1','68.39074587954772'
'1.3555668885313295','1','35.55668885313295'
'1.7798274787327797','2','11.008626063361016'
'1.937823858868958','1','93.78238588689581'
'1.4776003985081112','1','47.76003985081112'
'1.5934921804880575','2','20.325390975597124'
'1.5272749288121414','1','52.72749288121415'
'1.010022257123254','2','49.4988871438373'
'1.4072555953065005','1','40.725559530650045'
'1.9294200264864472','2','3.5289986756776415'
'1.797583471715535','1','79.7583471715535'
'1.5286016269754505','1','52.86016269754506'
'1.073456107330864','2','46.327194633456806'
'1.646860218311401','2','17.656989084429952'
'1.498784850275706','2','25.0607574862147'
'1.1292219714763378','1','12.922197147633785'
'1.7570366388429348','2','12.148168057853258'
'1.5843179875991662','1','58.43179875991662'
'1.698326570322297','2','15.083671483885153'
'1.5389607202116116','2','23.05196398941942'
'1.989879751624748','1','98.9879751624748'
'1.7576148674523542','1','75.76148674523542'
